gender,age_group,edu_level,personal_income,avg_use_time_min,leisure_score,utility_score
남성,20~29,고등학교,소득없음,48.997499999999995,2.3789507047500003,3.3868062195
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,15.2550125476879,0.0
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,2.1728071095,3.25502571025
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
남성,40~49,4년제이상 대학,300만원 ~ 400만원,37.769999999999996,8.995408776297419,0.0
여성,16~19,4년제이상 대학,300만원 ~ 400만원,40.7325,0.0,16.397144212815178
남성,60이상,4년제이상 대학,소득없음,43.14,3.9817964865000004,5.5947505815
여성,40~49,4년제이상 대학,300만원 ~ 400만원,37.287499999999994,15.381487973587085,1.0444081791697464
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325
여성,16~19,대학원 이상,200만원 ~ 300만원,60.855,13.871984861927306,33.28841278231545
여성,50~59,4년제이상 대학,400만원 ~ 500만원,36.84,0.0,14.266933584929628
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,13.13933237276117,0.0
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,0.0,12.985365051062645
남성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,42.36000000000001,4.088263165,5.75912707625
여성,30~39,4년제이상 대학,소득없음,44.637499999999996,0.0,12.95379665568687
남성,20~29,4년제이상 대학,400만원 ~ 500만원,41.43,3.0735996135,4.32731354775
남성,50~59,4년제이상 대학,200만원 ~ 300만원,37.3625,2.14884673075,3.2374527945
여성,50~59,"2,3년제 전문대학",소득없음,44.1175,12.804093827247549,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
여성,30~39,4년제이상 대학,600만원 ~ 700만원,36.9825,16.980595801,21.302304086000003
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,15.507545548239898
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
여성,20~29,고등학교,200만원 ~ 300만원,41.887499999999996,2.1561519799999997,3.09729775975
남성,30~39,4년제이상 대학,100만원 ~ 200만원,43.3975,3.9456592299999995,6.3371362865
남성,20~29,고등학교,500만원 ~ 600만원,45.522499999999994,2.703823160944019,16.78199735559923
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,0.0,11.726410512704835
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,9.356822590076991,0.0
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,2.24294996675,3.311370594
여성,40~49,4년제이상 대학,소득없음,44.449999999999996,2.28169097625,3.3167014525
남성,20~29,고등학교,100만원 미만,43.495,6.9990487439999995,10.28365197475
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
여성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,38.58,3.7559851955,5.2915617600000004
여성,20~29,중졸이하,200만원 ~ 300만원,46.7425,9.7052035875,15.804462208
남성,50~59,4년제이상 대학,300만원 ~ 400만원,36.8275,12.738528282148271,0.0
남성,16~19,"2,3년제 전문대학",200만원 ~ 300만원,42.36000000000001,4.088263165,5.75912707625
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,0.0,16.678982860305414
여성,20~29,4년제이상 대학,300만원 ~ 400만원,40.4525,1.6988578644999999,2.469636574
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,2.08600912275,3.040952876
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,2.1728071095,3.25502571025
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,0.0,13.06007417810379
남성,40~49,"2,3년제 전문대학",100만원 ~ 200만원,43.82,4.71387304625,7.57422170725
남성,30~39,고등학교,200만원 ~ 300만원,39.3925,0.0,6.269283594977171
남성,20~29,고등학교,200만원 ~ 300만원,42.37,2.062048744,3.0233799602499998
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,0.0,14.887832685810512
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,0.0,10.052716187556324
남성,20~29,4년제이상 대학,소득없음,48.0975,0.0,14.213602102794177
남성,40~49,4년제이상 대학,100만원 ~ 200만원,43.21,4.133519112,6.72416065825
남성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,42.0275,17.854128761667752,5.774356733931981
남성,16~19,4년제이상 대학,500만원 ~ 600만원,44.9025,6.477311932948722,20.98600360786122
남성,50~59,고등학교,400만원 ~ 500만원,38.2225,16.334206739217468,0.0
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.0625,2.27921179875,3.319697623
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,11.59896967144307,0.0
여성,20~29,고등학교,300만원 ~ 400만원,41.35249999999999,10.311526892589946,0.0
여성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,36.105000000000004,4.26920883875,6.098958287
여성,50~59,4년제이상 대학,소득없음,43.5075,6.750937099558671,2.2234134655418663
여성,50~59,4년제이상 대학,300만원 ~ 400만원,36.345,2.1728071095,3.25502571025
여성,50~59,4년제이상 대학,소득없음,43.5075,2.5598519275,3.67479685325
남성,40~49,4년제이상 대학,100만원 미만,39.43,1.412826803106042,17.02265342313145
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,3.2693879072499996,4.7546072832499995
남성,20~29,"2,3년제 전문대학",100만원 ~ 200만원,46.98500000000001,0.26102450457328086,17.11879932382831
남성,20~29,4년제이상 대학,400만원 ~ 500만원,41.43,3.0735996135,4.32731354775
여성,50~59,4년제이상 대학,200만원 ~ 300만원,36.88,0.0,16.78863177347739
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,1.6126830402499999,2.43598813825
남성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,41.545,0.44175243331440983,10.504040426834335
남성,40~49,4년제이상 대학,200만원 ~ 300만원,38.305,8.641950482518965,0.0
남성,20~29,4년제이상 대학,400만원 ~ 500만원,41.43,15.415664465318805,1.7939948464342201
여성,50~59,"2,3년제 전문대학",500만원 ~ 600만원,40.6425,0.0,12.633070207257983
남성,20~29,4년제이상 대학,200만원 ~ 300만원,41.47,1.67489748575,2.45206365825
여성,20~29,고등학교,400만원 ~ 500만원,41.8475,13.594301604097874,1.2322251274356368
여성,30~39,4년제이상 대학,300만원 ~ 400만원,37.474999999999994,1.70678627625,2.50990593775
남성,20~29,4년제이상 대학,400만원 ~ 500만원,41.43,3.0735996135,4.32731354775
남성,20~29,"2,3년제 전문대학",소득없음,48.7075,5.161545019766452,0.0
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,0.0,8.073927177351862
남성,40~49,4년제이상 대학,400만원 ~ 500만원,38.265,3.2693879072499996,4.7546072832499995
남성,20~29,고등학교,400만원 ~ 500만원,42.33,3.46075087175,4.89862984975
여성,30~39,고등학교,200만원 ~ 300만원,38.91,20.036554824428677,0.0
남성,40~49,고등학교,소득없음,45.8325,2.5747389985,3.814099955
남성,30~39,4년제이상 대학,300만원 ~ 400만원,37.957499999999996,11.179267358149461,0.0
남성,30~39,4년제이상 대학,200만원 ~ 300만원,38.4925,1.6828258975,2.492333022
남성,20~29,4년제이상 대학,300만원 ~ 400만원,40.935,1.6047546285,2.3957187745
남성,20~29,4년제이상 대학,소득없음,48.0975,11.222286845460774,0.0
