gender,age_group,edu_level,personal_income,ai_use_rate,avg_use_time_min,leisure_score,utility_score
여성,20~29,고등학교,소득없음,13.4,48.51499999999999,2.47305394075,3.460724019
여성,16~19,고등학교,소득없음,12.375,48.794999999999995,4.30606568575,5.917726388
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.299999999999999,36.5125,3.6648945257500003,5.23132432225
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
여성,30~39,고등학교,100만원 미만,11.924999999999999,40.035,7.10108039175,10.397839138
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.1751056027499995,6.0250404875
남성,40~49,고등학교,소득없음,11.799999999999999,45.8325,2.5747389985,3.814099955
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275
남성,50~59,4년제이상 대학,소득없음,12.924999999999999,43.989999999999995,2.4657486915,3.60087905375
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.299999999999999,36.5125,3.6648945257500003,5.23132432225
남성,20~29,4년제이상 대학,400만원 ~ 500만원,15.0,41.43,3.0735996135,4.32731354775
여성,50~59,고등학교,100만원 ~ 200만원,8.975,42.685,4.8929345575,7.7274901605
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
남성,60이상,"2,3년제 전문대학",소득없음,10.6,43.75,4.56215042075,6.4448116305
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705
남성,40~49,고등학교,소득없음,11.799999999999999,45.8325,2.5747389985,3.814099955
여성,30~39,4년제이상 대학,소득없음,15.225,44.637499999999996,2.09383109425,2.9296770807500003
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,13.725,41.597500000000004,2.349354656,3.37604250675
남성,30~39,고등학교,100만원 미만,12.325,40.5175,7.0069771557500005,10.3239213385
여성,16~19,고등학교,100만원 미만,11.25,43.2925,8.926163725,12.81457214325
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175
남성,50~59,중졸이하,500만원 ~ 600만원,9.75,46.269999999999996,13.837525786499999,21.63799871425
남성,50~59,4년제이상 대학,소득없음,12.924999999999999,43.989999999999995,2.4657486915,3.60087905375
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.0812222397499998
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585
여성,30~39,4년제이상 대학,소득없음,15.225,44.637499999999996,2.09383109425,2.9296770807500003
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.394999999999996,4.07600616275,5.82021354
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.8026406242499995
남성,60이상,고등학교,400만원 ~ 500만원,8.725,37.3725,5.45074791175,7.6778905137499995
여성,50~59,고등학교,600만원 ~ 700만원,9.0,36.7525,17.8337678925,22.618740160500003
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,12.125,38.915000000000006,2.45103971375,3.72941844275
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,11.725,38.875,3.8497418415,5.60466833225
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
여성,20~29,4년제이상 대학,소득없음,15.575,47.614999999999995,2.0859026825,2.889407717
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623
남성,50~59,"2,3년제 전문대학",100만원 미만,10.525,39.0975,7.666200665,11.347785858000002
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
남성,16~19,고등학교,300만원 ~ 400만원,13.05,42.114999999999995,3.82491763175,5.424037445500001
여성,30~39,고등학교,100만원 ~ 200만원,11.674999999999999,43.815,4.426913724249999,6.982370388
남성,60이상,대학원 이상,300만원 ~ 400만원,12.399999999999999,55.565,18.14042422925,22.28054352125
남성,16~19,"2,3년제 전문대학",소득없음,13.675,48.987500000000004,4.40516512575,6.122553335500001
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,30~39,고등학교,소득없음,13.049999999999999,45.5375,2.4809823525,3.50099338275
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325
남성,40~49,4년제이상 대학,100만원 ~ 200만원,12.6,43.21,4.133519112,6.72416065825
여성,30~39,중졸이하,200만원 ~ 300만원,12.450000000000001,43.765,9.71313199925,15.844731571750001
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.1721953557500004
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
남성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,12.975,44.0075,4.526013164249999,7.1871973355000005
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643
남성,60이상,4년제이상 대학,700만원 이상,11.849999999999998,40.6625,36.435227850749996,71.09654426175
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275
여성,50~59,"2,3년제 전문대학",소득없음,11.25,44.1175,3.14020586175,4.52485790225
남성,60이상,중졸이하,200만원 ~ 300만원,9.1,42.267500000000005,11.6010973915,18.5098050725
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
남성,50~59,고등학교,500만원 ~ 600만원,9.775,41.415,6.288474179,8.930834266
남성,16~19,고등학교,100만원 ~ 200만원,11.4,47.555,6.1578938215,9.32518559375
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.542500000000004,2.7679416745000003,4.092844702000001
남성,40~49,고등학교,100만원 미만,10.674999999999999,40.33,7.19483703775,10.710945710250002
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,30~39,고등학교,소득없음,13.049999999999999,45.5375,2.4809823525,3.50099338275
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
여성,30~39,고등학교,500만원 ~ 600만원,12.075,42.0625,5.91655658175,8.259632293
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
여성,60이상,4년제이상 대학,100만원 ~ 200만원,10.1,40.935,6.02183109425,9.15004538625
여성,20~29,4년제이상 대학,소득없음,15.575,47.614999999999995,2.0859026825,2.889407717
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
여성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,12.575,43.525,4.62011640025,7.261115135000001
여성,40~49,고등학교,700만원 이상,11.375,42.8725,35.12227359875,69.38981143475
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005
여성,16~19,"2,3년제 전문대학",소득없음,13.275,48.505,4.49926836175,6.1964711349999995
남성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.625,37.0825,5.64395058775,7.95663526075
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
남성,20~29,고등학교,소득없음,13.799999999999999,48.997499999999995,2.3789507047500003,3.3868062195
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623
여성,40~49,고등학교,100만원 ~ 200만원,10.025,43.6275,4.61477360625,7.36939475975
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.394999999999996,4.07600616275,5.82021354
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.769999999999996,1.8005429222499998,2.82301251
남성,60이상,"2,3년제 전문대학",500만원 ~ 600만원,9.625,40.275000000000006,7.99772465,11.20345054075
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.149999999999999,35.977500000000006,3.5947516685000003,5.1749794385
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
남성,30~39,4년제이상 대학,400만원 ~ 500만원,14.649999999999999,38.4525,3.08152802525,4.3675829114999996
남성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,9.225,42.0275,6.5080817925,9.92618863575
여성,16~19,4년제이상 대학,100만원 미만,13.424999999999999,42.3925,8.53901246675,12.24325584125
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.542500000000004,2.7679416745000003,4.092844702000001
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.394999999999996,4.07600616275,5.82021354
여성,40~49,고등학교,100만원 ~ 200만원,10.025,43.6275,4.61477360625,7.36939475975
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.899999999999999,37.957499999999996,1.6126830402499999,2.43598813825
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876
여성,16~19,4년제이상 대학,소득없음,14.549999999999999,47.894999999999996,3.9189144275,5.346410086000001
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005
여성,30~39,고등학교,600만원 ~ 700만원,11.7,37.8825,17.36774705925,21.873620388000003
남성,40~49,4년제이상 대학,100만원 미만,12.85,39.43,6.8076857795,10.13962940825
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575
여성,50~59,중졸이하,소득없음,10.325,49.262499999999996,10.49605479325,16.9532776035
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
여성,30~39,4년제이상 대학,소득없음,15.225,44.637499999999996,2.09383109425,2.9296770807500003
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.542500000000004,2.7679416745000003,4.092844702000001
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.6301012249999998,3.882686896
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725
남성,40~49,대학원 이상,300만원 ~ 400만원,14.5,57.3575,16.346215483,19.928576592749998
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
여성,50~59,"2,3년제 전문대학",소득없음,11.25,44.1175,3.14020586175,4.52485790225
남성,60이상,4년제이상 대학,100만원 ~ 200만원,10.499999999999998,41.417500000000004,5.92772785825,9.076127586750001
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325
남성,50~59,4년제이상 대학,소득없음,12.924999999999999,43.989999999999995,2.4657486915,3.60087905375
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466114999997
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.834999999999994,1.99190588675,2.9670350764999998
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375
여성,20~29,4년제이상 대학,700만원 이상,15.55,45.137499999999996,34.53933404675,68.39120139725
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.474999999999994,1.70678627625,2.50990593775
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.474999999999994,1.70678627625,2.50990593775
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.899999999999999,37.957499999999996,1.6126830402499999,2.43598813825
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.049999999999999,38.4925,1.6828258975,2.492333022
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215
남성,50~59,"2,3년제 전문대학",100만원 ~ 200만원,10.275,42.8775,4.9920339975,7.932317108
여성,20~29,고등학교,200만원 ~ 300만원,12.825000000000001,41.887499999999996,2.1561519799999997,3.09729775975
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.925,37.4375,2.65905780775,4.0311689597500004
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711
남성,30~39,"2,3년제 전문대학",소득없음,14.35,45.730000000000004,2.5800817924999997,3.7058203302500003
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857794999998,2.87935739375
여성,50~59,고등학교,600만원 ~ 700만원,9.0,36.7525,17.8337678925,22.618740160500003
남성,30~39,고등학교,100만원 미만,12.325,40.5175,7.0069771557500005,10.3239213385
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,10.025,37.1225,4.24524846,6.08138537125
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.1811079107499998
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.950000000000001,36.88,2.24294996675,3.311370594
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.5245914952499997
