gender,age_group,edu_level,personal_income,ai_use_rate,avg_use_time_min,leisure_score,utility_score,cluster
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045,5.2488972380000005,Utilitarian User
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705,Balanced User
여성,30~39,고등학교,소득없음,13.05,45.5375,2.4809823525,3.50099338275,Balanced User
여성,30~39,4년제이상 대학,500만원 ~ 600만원,14.25,41.1625,5.5294053235,7.688315991,Balanced User
남성,50~59,중졸이하,300만원 ~ 400만원,11.0,42.5825,10.014906739249998,16.459588660999998,Utilitarian User
여성,30~39,"2,3년제 전문대학",소득없음,13.95,45.2475,2.6741850285,3.77973812975,Balanced User
남성,40~49,고등학교,100만원 ~ 200만원,10.425,44.11,4.52067037025,7.29547696025,Utilitarian User
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125,Balanced User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.08122223975,Balanced User
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466115,Utilitarian User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825,Balanced User
여성,20~29,4년제이상 대학,400만원 ~ 500만원,14.6,40.9475,3.1677028495,4.40123134725,Balanced User
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325,Balanced User
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005,Utilitarian User
여성,60이상,중졸이하,500만원 ~ 600만원,8.3,44.9375,15.4476768175,23.7057880415,Utilitarian User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
여성,16~19,고등학교,200만원 ~ 300만원,11.8,42.1675,3.989163725,5.55430012875,Utilitarian User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876,Balanced User
남성,60이상,4년제이상 대학,400만원 ~ 500만원,10.9,36.4725,5.0635966535,7.10657421175,Utilitarian User
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,11.725,38.875,3.8497418415,5.60466833225,Utilitarian User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,12.125,38.915000000000006,2.45103971375,3.72941844275,Utilitarian User
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466115,Utilitarian User
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711,Balanced User
여성,30~39,4년제이상 대학,100만원 ~ 200만원,13.85,42.915,4.039762466,6.411054086,Balanced User
남성,50~59,고등학교,300만원 ~ 400만원,11.025,37.7275,2.46585513175,3.75242421275,Utilitarian User
남성,30~39,고등학교,500만원 ~ 600만원,12.475,42.545,5.8224533457500005,8.1857144935,Balanced User
남성,50~59,고등학교,400만원 ~ 500만원,9.775,38.2225,3.93470011675,5.684018986,Utilitarian User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
여성,60이상,고등학교,소득없음,9.3,43.5575,4.46305098075,6.239984682999999,Utilitarian User
남성,60이상,4년제이상 대학,100만원 ~ 200만원,10.499999999999998,41.4175,5.92772785825,9.07612758675,Utilitarian User
남성,16~19,4년제이상 대학,100만원 미만,13.825,42.875,8.44490923075,12.16933804175,Balanced User
남성,30~39,고등학교,200만원 ~ 300만원,12.875,39.3925,2.06997715575,3.063649324,Balanced User
남성,60이상,"2,3년제 전문대학",소득없음,10.6,43.75,4.56215042075,6.4448116305,Utilitarian User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
남성,16~19,고등학교,300만원 ~ 400만원,13.05,42.115,3.82491763175,5.424037445500001,Balanced User
여성,40~49,4년제이상 대학,200만원 ~ 300만원,13.0,37.8225,1.9647890155,2.95327519325,Balanced User
여성,16~19,고등학교,100만원 미만,11.25,43.2925,8.926163725,12.81457214325,Utilitarian User
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.80264062425,Utilitarian User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.9,37.9575,1.61268304025,2.43598813825,Balanced User
여성,60이상,중졸이하,200만원 ~ 300만원,8.700000000000001,41.785,11.6952006275,18.583722872000003,Utilitarian User
여성,30~39,4년제이상 대학,100만원 ~ 200만원,13.85,42.915,4.039762466,6.411054086,Balanced User
여성,16~19,고등학교,400만원 ~ 500만원,11.4,42.1275,5.38786585275,7.42955001825,Utilitarian User
여성,40~49,고등학교,소득없음,11.4,45.35,2.6688422345,3.8880177545,Balanced User
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.395,4.07600616275,5.82021354,Utilitarian User
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575,Utilitarian User
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.17219535575,Utilitarian User
여성,16~19,"2,3년제 전문대학",400만원 ~ 500만원,12.3,41.837500000000006,5.58106852875,7.70829476525,Balanced User
여성,60이상,4년제이상 대학,300만원 ~ 400만원,11.75,35.495000000000005,3.6888549045,5.2488972380000005,Utilitarian User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.395,4.07600616275,5.82021354,Utilitarian User
남성,30~39,"2,3년제 전문대학",400만원 ~ 500만원,13.375,39.0625,3.6618819595,5.2176439605,Balanced User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
여성,16~19,4년제이상 대학,200만원 ~ 300만원,13.975,41.2675,3.60201246675,4.98298382675,Balanced User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
남성,40~49,4년제이상 대학,소득없음,13.975,44.9325,2.18758774025,3.242783653,Balanced User
남성,20~29,고등학교,200만원 ~ 300만원,13.225,42.37,2.062048744,3.02337996025,Balanced User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
여성,30~39,고등학교,200만원 ~ 300만원,12.475,38.91,2.16408039175,3.1375671235,Balanced User
남성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.625,37.0825,5.64395058775,7.95663526075,Utilitarian User
남성,50~59,4년제이상 대학,100만원 ~ 200만원,11.55,42.2675,4.41168006325,7.0822560590000005,Utilitarian User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.77,1.8005429222499998,2.82301251,Balanced User
여성,20~29,"2,3년제 전문대학",400만원 ~ 500만원,13.325,41.557500000000005,3.74805678375,5.25129239625,Balanced User
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643,Utilitarian User
여성,16~19,4년제이상 대학,소득없음,14.55,47.895,3.9189144275,5.346410086000001,Balanced User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
여성,20~29,4년제이상 대학,700만원 이상,15.55,45.1375,34.53933404675,68.39120139725,Overconsuming User
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575,Utilitarian User
남성,16~19,4년제이상 대학,300만원 ~ 400만원,15.225,41.215,3.4377663735,4.8527211435,Balanced User
남성,40~49,고등학교,300만원 ~ 400만원,12.075,38.67,2.1876941805,3.394328812,Utilitarian User
여성,20~29,고등학교,소득없음,13.4,48.51499999999999,2.47305394075,3.460724019,Balanced User
여성,16~19,고등학교,소득없음,12.375,48.795,4.30606568575,5.917726388,Balanced User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325,Balanced User
여성,30~39,고등학교,100만원 미만,11.925,40.035,7.10108039175,10.397839138,Utilitarian User
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711,Balanced User
남성,60이상,"2,3년제 전문대학",300만원 ~ 400만원,10.875,36.587500000000006,4.17510560275,6.0250404875,Utilitarian User
남성,40~49,고등학교,소득없음,11.8,45.8325,2.5747389985,3.814099955,Balanced User
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275,Utilitarian User
남성,50~59,4년제이상 대학,소득없음,12.925,43.99,2.4657486915,3.60087905375,Balanced User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
남성,60이상,4년제이상 대학,200만원 ~ 300만원,11.3,36.5125,3.66489452575,5.23132432225,Utilitarian User
남성,20~29,4년제이상 대학,400만원 ~ 500만원,15.0,41.43,3.0735996135,4.32731354775,Balanced User
여성,50~59,고등학교,100만원 ~ 200만원,8.975,42.685,4.8929345575,7.7274901605,Utilitarian User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
남성,60이상,"2,3년제 전문대학",소득없음,10.6,43.75,4.56215042075,6.4448116305,Utilitarian User
여성,30~39,"2,3년제 전문대학",200만원 ~ 300만원,13.375,38.620000000000005,2.35728306775,3.4163118705,Balanced User
남성,40~49,고등학교,소득없음,11.8,45.8325,2.5747389985,3.814099955,Balanced User
여성,30~39,4년제이상 대학,소득없음,15.225,44.6375,2.09383109425,2.9296770807500003,Balanced User
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825,Balanced User
여성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,13.725,41.5975,2.349354656,3.37604250675,Balanced User
남성,30~39,고등학교,100만원 미만,12.325,40.5175,7.0069771557500005,10.3239213385,Utilitarian User
여성,16~19,고등학교,100만원 미만,11.25,43.2925,8.926163725,12.81457214325,Utilitarian User
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643,Utilitarian User
여성,60이상,4년제이상 대학,200만원 ~ 300만원,10.9,36.03,3.75899776175,5.30524212175,Utilitarian User
남성,50~59,중졸이하,500만원 ~ 600만원,9.75,46.27,13.8375257865,21.63799871425,Utilitarian User
남성,50~59,4년제이상 대학,소득없음,12.925,43.99,2.4657486915,3.60087905375,Balanced User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
여성,30~39,고등학교,300만원 ~ 400만원,13.325,38.375,2.0939375345,3.08122223975,Balanced User
여성,40~49,"2,3년제 전문대학",300만원 ~ 400만원,12.575,37.8975,2.4750000925,3.7469913585,Utilitarian User
여성,30~39,4년제이상 대학,소득없음,15.225,44.6375,2.09383109425,2.9296770807500003,Balanced User
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.395,4.07600616275,5.82021354,Utilitarian User
남성,60이상,고등학교,200만원 ~ 300만원,9.125,37.4125,4.052045784,5.80264062425,Utilitarian User
남성,60이상,고등학교,400만원 ~ 500만원,8.725,37.3725,5.45074791175,7.677890513749999,Utilitarian User
여성,50~59,고등학교,600만원 ~ 700만원,9.0,36.7525,17.8337678925,22.618740160500003,Utilitarian User
여성,20~29,고등학교,200만원 ~ 300만원,12.825,41.8875,2.15615198,3.09729775975,Balanced User
남성,60이상,고등학교,300만원 ~ 400만원,9.975,36.8775,3.98190292675,5.7462957405,Utilitarian User
남성,40~49,"2,3년제 전문대학",200만원 ~ 300만원,12.125,38.915000000000006,2.45103971375,3.72941844275,Utilitarian User
남성,40~49,"2,3년제 전문대학",400만원 ~ 500만원,11.725,38.875,3.8497418415,5.60466833225,Utilitarian User
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643,Utilitarian User
여성,20~29,4년제이상 대학,소득없음,15.575,47.615,2.0859026825,2.889407717,Balanced User
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623,Balanced User
남성,50~59,"2,3년제 전문대학",100만원 미만,10.525,39.0975,7.666200665,11.347785858000002,Utilitarian User
남성,20~29,4년제이상 대학,300만원 ~ 400만원,16.25,40.935,1.6047546285,2.3957187745,Balanced User
남성,20~29,4년제이상 대학,200만원 ~ 300만원,15.4,41.47,1.67489748575,2.45206365825,Balanced User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
남성,16~19,고등학교,300만원 ~ 400만원,13.05,42.115,3.82491763175,5.424037445500001,Balanced User
여성,30~39,고등학교,100만원 ~ 200만원,11.675,43.815,4.426913724249999,6.982370388,Balanced User
남성,60이상,대학원 이상,300만원 ~ 400만원,12.4,55.565,18.14042422925,22.28054352125,Balanced User
남성,16~19,"2,3년제 전문대학",소득없음,13.675,48.9875,4.40516512575,6.122553335500001,Balanced User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,30~39,고등학교,소득없음,13.05,45.5375,2.4809823525,3.50099338275,Balanced User
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325,Balanced User
남성,40~49,4년제이상 대학,100만원 ~ 200만원,12.6,43.21,4.133519112,6.72416065825,Balanced User
여성,30~39,중졸이하,200만원 ~ 300만원,12.45,43.765,9.71313199925,15.84473157175,Balanced User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
남성,50~59,고등학교,소득없음,10.75,44.89,2.8528999497500003,4.17219535575,Utilitarian User
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775,Balanced User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
남성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,12.975,44.0075,4.526013164249999,7.1871973355000005,Balanced User
남성,50~59,고등학교,200만원 ~ 300만원,10.175,38.2625,2.535997989,3.8087690965,Utilitarian User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
여성,50~59,"2,3년제 전문대학",200만원 ~ 300만원,10.675,37.49,2.823303901,4.161431643,Utilitarian User
남성,60이상,4년제이상 대학,700만원 이상,11.849999999999998,40.6625,36.43522785075,71.09654426175,Overconsuming User
여성,40~49,4년제이상 대학,400만원 ~ 500만원,12.6,37.7825,3.36349114325,4.82852508275,Utilitarian User
여성,50~59,"2,3년제 전문대학",소득없음,11.25,44.1175,3.14020586175,4.52485790225,Balanced User
남성,60이상,중졸이하,200만원 ~ 300만원,9.1,42.267500000000005,11.6010973915,18.5098050725,Utilitarian User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001,Utilitarian User
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.630101225,3.882686896,Utilitarian User
남성,50~59,고등학교,500만원 ~ 600만원,9.775,41.415,6.288474179,8.930834266,Utilitarian User
남성,16~19,고등학교,100만원 ~ 200만원,11.4,47.555,6.1578938215,9.32518559375,Balanced User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.5425,2.7679416745000003,4.092844702000001,Balanced User
남성,40~49,고등학교,100만원 미만,10.675,40.33,7.19483703775,10.710945710250002,Utilitarian User
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005,Utilitarian User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,30~39,고등학교,소득없음,13.05,45.5375,2.4809823525,3.50099338275,Balanced User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
여성,30~39,고등학교,500만원 ~ 600만원,12.075,42.0625,5.91655658175,8.259632293,Utilitarian User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325,Utilitarian User
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.630101225,3.882686896,Utilitarian User
여성,60이상,4년제이상 대학,100만원 ~ 200만원,10.1,40.935,6.02183109425,9.15004538625,Utilitarian User
여성,20~29,4년제이상 대학,소득없음,15.575,47.615,2.0859026825,2.889407717,Balanced User
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.630101225,3.882686896,Utilitarian User
여성,30~39,"2,3년제 전문대학",100만원 ~ 200만원,12.575,43.525,4.62011640025,7.261115135000001,Balanced User
여성,40~49,고등학교,700만원 이상,11.375,42.8725,35.12227359875,69.38981143475,Overconsuming User
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005,Balanced User
여성,16~19,"2,3년제 전문대학",소득없음,13.275,48.505,4.49926836175,6.196471135,Balanced User
남성,60이상,"2,3년제 전문대학",400만원 ~ 500만원,9.625,37.0825,5.64395058775,7.95663526075,Utilitarian User
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876,Balanced User
남성,20~29,고등학교,소득없음,13.8,48.9975,2.3789507047500003,3.3868062195,Balanced User
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623,Balanced User
여성,40~49,고등학교,100만원 ~ 200만원,10.025,43.6275,4.61477360625,7.36939475975,Utilitarian User
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.395,4.07600616275,5.82021354,Utilitarian User
남성,20~29,"2,3년제 전문대학",200만원 ~ 300만원,14.125,42.080000000000005,2.25525142,3.30212470725,Balanced User
남성,40~49,4년제이상 대학,300만원 ~ 400만원,14.25,37.77,1.8005429222499998,2.82301251,Balanced User
남성,60이상,"2,3년제 전문대학",500만원 ~ 600만원,9.625,40.275000000000006,7.99772465,11.20345054075,Utilitarian User
여성,50~59,4년제이상 대학,300만원 ~ 400만원,12.8,36.345,2.1728071095,3.25502571025,Utilitarian User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
남성,60이상,4년제이상 대학,300만원 ~ 400만원,12.15,35.977500000000006,3.5947516685000003,5.1749794385,Utilitarian User
여성,50~59,고등학교,400만원 ~ 500만원,9.375,37.74,4.02880335275,5.7579367855,Utilitarian User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
남성,30~39,4년제이상 대학,400만원 ~ 500만원,14.65,38.4525,3.08152802525,4.3675829115,Balanced User
남성,60이상,"2,3년제 전문대학",100만원 ~ 200만원,9.225,42.0275,6.5080817925,9.92618863575,Utilitarian User
여성,16~19,4년제이상 대학,100만원 미만,13.425,42.3925,8.53901246675,12.24325584125,Balanced User
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.5425,2.7679416745000003,4.092844702000001,Balanced User
여성,60이상,고등학교,300만원 ~ 400만원,9.575,36.395,4.07600616275,5.82021354,Utilitarian User
여성,40~49,고등학교,100만원 ~ 200만원,10.025,43.6275,4.61477360625,7.36939475975,Utilitarian User
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.52459149525,Utilitarian User
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.9,37.9575,1.61268304025,2.43598813825,Balanced User
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466115,Utilitarian User
여성,20~29,고등학교,300만원 ~ 400만원,13.675,41.35249999999999,2.08600912275,3.040952876,Balanced User
여성,16~19,4년제이상 대학,소득없음,14.55,47.895,3.9189144275,5.346410086000001,Balanced User
남성,20~29,4년제이상 대학,100만원 ~ 200만원,14.6,46.375,3.93773081825,6.2968669227500005,Balanced User
여성,30~39,고등학교,600만원 ~ 700만원,11.7,37.8825,17.36774705925,21.873620388000003,Utilitarian User
남성,40~49,4년제이상 대학,100만원 미만,12.85,39.43,6.8076857795,10.13962940825,Utilitarian User
남성,40~49,고등학교,200만원 ~ 300만원,11.225,39.205,2.25783703775,3.45067369575,Utilitarian User
여성,50~59,중졸이하,소득없음,10.325,49.2625,10.49605479325,16.9532776035,Utilitarian User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
여성,30~39,4년제이상 대학,소득없음,15.225,44.6375,2.09383109425,2.9296770807500003,Balanced User
남성,40~49,"2,3년제 전문대학",소득없음,12.7,45.5425,2.7679416745000003,4.092844702000001,Balanced User
남성,30~39,4년제이상 대학,소득없음,15.624999999999998,45.12,1.99972785825,2.85575928125,Balanced User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
여성,50~59,고등학교,200만원 ~ 300만원,9.775,37.78,2.630101225,3.882686896,Utilitarian User
남성,30~39,"2,3년제 전문대학",300만원 ~ 400만원,14.625,38.5675,2.1930369745,3.28604918725,Balanced User
남성,40~49,대학원 이상,300만원 ~ 400만원,14.5,57.3575,16.346215483,19.92857659275,Balanced User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.52459149525,Utilitarian User
여성,50~59,"2,3년제 전문대학",소득없음,11.25,44.1175,3.14020586175,4.52485790225,Balanced User
남성,60이상,4년제이상 대학,100만원 ~ 200만원,10.499999999999998,41.4175,5.92772785825,9.07612758675,Utilitarian User
여성,50~59,4년제이상 대학,소득없음,12.525,43.5075,2.5598519275,3.67479685325,Balanced User
남성,50~59,4년제이상 대학,소득없음,12.925,43.99,2.4657486915,3.60087905375,Balanced User
여성,40~49,고등학교,300만원 ~ 400만원,11.675,38.1875,2.2817974165,3.4682466115,Utilitarian User
남성,20~29,고등학교,300만원 ~ 400만원,14.075,41.835,1.99190588675,2.9670350765,Balanced User
여성,60이상,고등학교,200만원 ~ 300만원,8.725,36.93,4.14614902,5.87655842375,Utilitarian User
여성,20~29,4년제이상 대학,700만원 이상,15.55,45.1375,34.53933404675,68.39120139725,Overconsuming User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.475,1.70678627625,2.50990593775,Balanced User
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001,Utilitarian User
여성,40~49,4년제이상 대학,100만원 ~ 200만원,12.2,42.7275,4.227622348,6.79807845775,Balanced User
남성,50~59,4년제이상 대학,200만원 ~ 300만원,12.35,37.3625,2.14884673075,3.2374527945,Utilitarian User
여성,30~39,4년제이상 대학,300만원 ~ 400만원,15.5,37.475,1.70678627625,2.50990593775,Balanced User
남성,30~39,4년제이상 대학,300만원 ~ 400만원,15.9,37.9575,1.61268304025,2.43598813825,Balanced User
여성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,9.625,36.64,4.339351696,6.15530317075,Utilitarian User
남성,30~39,4년제이상 대학,200만원 ~ 300만원,15.05,38.4925,1.6828258975,2.492333022,Balanced User
여성,20~29,"2,3년제 전문대학",300만원 ~ 400만원,14.575,41.0625,2.27921179875,3.319697623,Balanced User
남성,30~39,고등학교,300만원 ~ 400만원,13.725,38.8575,1.9998342985,3.00730444025,Balanced User
남성,30~39,고등학교,소득없음,13.45,46.02,2.3868791165000003,3.42707558325,Balanced User
여성,30~39,4년제이상 대학,200만원 ~ 300만원,14.65,38.01,1.7769291335,2.5662508215,Balanced User
남성,50~59,"2,3년제 전문대학",100만원 ~ 200만원,10.275,42.8775,4.9920339975,7.932317108,Utilitarian User
여성,20~29,고등학교,200만원 ~ 300만원,12.825,41.8875,2.15615198,3.09729775975,Balanced User
여성,50~59,4년제이상 대학,400만원 ~ 500만원,11.55,36.84,3.6416520945,5.1866204835000005,Utilitarian User
남성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.925,37.4375,2.65905780775,4.03116895975,Utilitarian User
여성,30~39,4년제이상 대학,400만원 ~ 500만원,14.25,37.97,3.17563126125,4.441500711,Balanced User
남성,30~39,"2,3년제 전문대학",소득없음,14.35,45.73,2.5800817925,3.70582033025,Balanced User
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.52459149525,Utilitarian User
남성,40~49,4년제이상 대학,200만원 ~ 300만원,13.4,38.305,1.8706857795,2.87935739375,Balanced User
여성,50~59,고등학교,600만원 ~ 700만원,9.0,36.7525,17.8337678925,22.618740160500003,Utilitarian User
남성,30~39,고등학교,100만원 미만,12.325,40.5175,7.0069771557500005,10.3239213385,Utilitarian User
남성,60이상,"2,3년제 전문대학",200만원 ~ 300만원,10.025,37.1225,4.24524846,6.08138537125,Utilitarian User
남성,50~59,4년제이상 대학,300만원 ~ 400만원,13.2,36.8275,2.0787038735,3.18110791075,Balanced User
여성,50~59,4년제이상 대학,200만원 ~ 300만원,11.95,36.88,2.24294996675,3.311370594,Utilitarian User
여성,50~59,"2,3년제 전문대학",300만원 ~ 400만원,11.525,36.955,2.75316104375,4.105086759250001,Utilitarian User
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.52459149525,Utilitarian User
여성,60이상,고등학교,400만원 ~ 500만원,8.325,36.89,5.54485114775,7.75180831325,Utilitarian User
여성,40~49,고등학교,200만원 ~ 300만원,10.825,38.7225,2.35194027375,3.52459149525,Utilitarian User
